Division,MatchDate,MatchTime,HomeTeam,AwayTeam,FTHome,FTAway,FTResult,HTHome,HTAway,HTResult,OddHome,OddDraw,OddAway,MaxHome,MaxDraw,MaxAway,MaxUnder25,MaxOver25,HomeElo,AwayElo,elo_diff,elo_sum,elo_mismatch,elo_mismatch_flag,Form3Home,Form5Home,Form3Away,Form5Away,Form3Home_ratio,Form5Home_ratio,Form3Away_ratio,Form5Away_ratio,form_diff_3,form_diff_5,form_momentum_home,form_momentum_away,form_momentum,home_rest_days,away_rest_days,rest_diff,rest_diff_nonlinear,home_congestion_14d,away_congestion_14d,is_midweek,is_early_kickoff,is_evening_match,winter_period,season_phase,match_week,h2h_home_wins,h2h_away_wins,h2h_draws,h2h_home_goals_diff,h2h_home_venue_record,h2h_matches_count,home_team_home_ppg,home_team_goals_scored_avg,home_team_goals_conceded_avg,away_team_away_ppg,away_team_goals_scored_avg,away_team_goals_conceded_avg,venue_ppg_diff,overround,odds_disagreement,sharp_money_home,sharp_money_away,elo_vs_odds_home,home_shots_avg,home_shots_against_avg,away_shots_avg,away_shots_against_avg,shots_dominance_home,shots_dominance_away,corners_diff,discipline_diff,target_home,target_draw,target_away,target_UNDER25
AUT,2025-03-16,16:00:00,Salzburg,Wolfsberger AC,1.0,0.0,H,,,,1.5,4.52,5.65,1.54,4.89,6.0,,,1755.5,1614.1,141.4,3369.7,0.042,0,7,9,4,10,0.7778,0.6,0.4444,0.6667,3,-1,5,-2,7,7,7,0,0,2,1,0,0,0,0,3,33,9,0,1,17,1.0,10,2.1,2.3,0.8,2.2,2.8,1.3,-0.1,1.0649,0.0819,0.0267,0.0619,0.1455,12.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,1,0,0,1
AUT,2025-03-16,16:00:00,Sturm Graz,LASK,4.0,2.0,H,,,,1.8,3.76,4.08,1.85,3.97,4.35,,,1779.3,1624.5,154.8,3403.8,0.0455,0,6,7,9,11,0.6667,0.4667,1.0,0.7333,-3,-4,5,7,-2,7,7,0,0,2,2,0,0,0,0,3,33,5,3,2,2,1.0,10,2.3,3.0,1.2,1.7,1.3,1.1,0.6,1.0666,0.0662,0.0278,0.0662,0.264,12.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,1,0,0,0
AUT,2025-03-16,16:00:00,BW Linz,Hartberg,4.0,1.0,H,,,,2.1,3.27,3.53,2.17,3.5,3.8,,,1504.5,1537.8,-33.3,3042.4,0.0109,0,6,7,4,6,0.6667,0.4667,0.4444,0.4,2,1,5,2,3,7,7,0,0,2,1,0,0,0,0,3,33,0,3,2,-3,0.0,5,1.8,1.4,1.0,0.9,0.9,1.5,0.9,1.0653,0.0765,0.0333,0.0765,0.1056,12.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,1,0,0,0
AUT,2025-03-16,16:00:00,A. Klagenfurt,Altach,2.0,2.0,D,,,,2.93,3.08,2.51,3.05,3.3,2.63,,,1466.7,1425.2,41.5,2891.9,0.0144,0,3,5,2,5,0.3333,0.3333,0.2222,0.3333,1,0,1,-1,2,7,7,0,0,2,1,0,0,0,0,3,33,6,0,2,16,0.75,8,1.0,1.1,1.4,1.0,0.8,1.8,0.0,1.0644,0.0714,0.041,0.0478,0.3345,12.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0,1,0,0
AUT,2025-03-16,16:00:00,SK Rapid,Grazer AK,3.0,0.0,H,,,,1.29,5.36,9.57,1.33,5.79,11.26,,,1630.1,1445.7,184.3,3075.8,0.0599,0,3,3,0,4,0.3333,0.2,0.0,0.2667,3,-1,3,-4,7,7,7,0,0,1,1,0,0,0,0,3,33,0,0,1,0,0.5,1,2.2,1.9,0.9,0.9,1.4,2.2,1.3,1.0663,0.1766,0.031,0.1766,0.0851,12.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,1,0,0,0
AUT,2025-03-28,18:30:00,Altach,LASK,0.0,2.0,A,,,,3.32,3.4,2.14,3.5,3.55,2.23,,,1427.7,1617.7,-190.0,3045.4,0.0624,0,2,6,6,10,0.2222,0.4,0.6667,0.6667,-4,-4,-2,2,-4,12,12,0,0,1,1,0,0,0,0,3,35,2,7,1,-7,0.0,10,0.6,0.8,1.2,1.4,1.3,1.4,-0.8,1.0626,0.0542,0.0542,0.0421,0.0504,12.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0,0,1,1
AUT,2025-03-29,16:00:00,Grazer AK,Tirol,0.0,0.0,D,,,,2.32,3.15,3.15,2.42,3.28,3.35,,,1438.5,1406.4,32.1,2844.9,0.0113,0,0,1,0,2,0.0,0.0667,0.0,0.1333,0,-1,-1,-2,1,13,13,0,0,1,1,0,0,0,0,3,35,1,0,2,1,1.0,3,0.7,1.1,1.7,0.7,1.2,1.8,0.0,1.066,0.0635,0.0431,0.0635,0.2385,12.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0,1,0,1
AUT,2025-03-29,16:00:00,Hartberg,A. Klagenfurt,2.0,3.0,A,,,,1.91,3.41,4.05,1.99,3.55,4.35,,,1521.1,1464.2,56.9,2985.4,0.0191,0,3,5,1,5,0.3333,0.3333,0.1111,0.3333,2,0,1,-3,4,13,13,0,0,1,1,0,0,0,0,3,35,1,3,6,-4,0.3333333333333333,10,1.5,1.2,1.5,0.6,0.7,2.5,0.9,1.0637,0.0741,0.0419,0.0741,0.1827,12.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0,0,1,0
AUT,2025-03-30,13:30:00,BW Linz,Austria Vienna,0.0,2.0,A,,,,3.23,3.31,2.24,3.5,3.45,2.33,,,1521.2,1670.4,-149.2,3191.7,0.0467,0,9,9,9,12,1.0,0.6,1.0,0.8,0,-3,9,6,3,14,14,0,0,1,1,0,0,0,0,3,35,2,5,1,-9,0.5,8,1.8,1.7,1.1,1.8,1.4,1.0,0.0,1.0581,0.0836,0.0836,0.0402,0.0954,12.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0,0,1,1
AUT,2025-03-30,16:00:00,SK Rapid,Salzburg,0.0,2.0,A,,,,2.36,3.42,2.91,2.54,3.5,3.12,,,1637.3,1760.6,-123.3,3397.9,0.0363,0,6,6,7,11,0.6667,0.4,0.7778,0.7333,-1,-5,6,3,3,14,14,0,0,1,1,0,0,0,0,3,35,3,4,3,-1,0.6,10,2.2,2.1,0.9,1.1,0.9,1.3,1.1,1.0598,0.0763,0.0763,0.0722,0.0241,12.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0,0,1,1
AUT,2025-03-30,13:30:00,Wolfsberger AC,Sturm Graz,1.0,1.0,D,,,,3.03,3.31,2.35,3.28,3.45,2.48,,,1609.0,1786.1,-177.1,3395.2,0.0522,0,3,7,6,9,0.3333,0.4667,0.6667,0.6,-3,-2,-1,3,-4,14,14,0,0,1,1,0,0,0,0,3,35,3,6,1,-2,0.16666666666666666,10,1.1,1.2,1.3,1.8,1.6,1.4,-0.7,1.0577,0.0825,0.0825,0.0553,0.0385,12.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0,1,0,1
AUT,2025-04-04,18:30:00,Sturm Graz,SK Rapid,2.0,0.0,H,,,,2.65,3.29,2.65,2.8,3.41,2.79,,,1782.5,1626.3,156.1,3408.8,0.0458,0,7,10,3,6,0.7778,0.6667,0.3333,0.4,4,4,4,0,4,5,5,0,0,1,1,0,0,0,0,3,36,4,3,3,3,0.6,10,2.3,3.2,1.3,1.1,1.1,1.1,1.2,1.0587,0.0566,0.0566,0.0528,0.4297,12.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,1,0,0,1
AUT,2025-04-05,16:00:00,LASK,Grazer AK,1.0,0.0,H,,,,1.74,3.61,4.7,1.78,3.75,5.14,,,1626.3,1436.3,190.1,3062.6,0.0621,0,6,12,1,1,0.6667,0.8,0.1111,0.0667,5,11,0,1,-1,8,7,1,0,1,1,0,0,0,0,3,36,1,0,1,2,1.0,2,1.3,1.5,1.5,0.9,1.2,2.1,0.4,1.0645,0.0936,0.023,0.0936,0.2772,12.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,1,0,0,1
AUT,2025-04-05,16:00:00,Tirol,Hartberg,1.0,3.0,A,,,,2.42,3.17,2.96,2.51,3.31,3.1,,,1408.6,1508.2,-99.7,2916.8,0.0342,0,1,2,3,4,0.1111,0.1333,0.3333,0.2667,-2,-2,0,2,-2,7,7,0,0,1,1,0,0,0,0,3,36,3,5,2,-11,0.5,10,0.7,0.5,1.3,0.9,0.9,1.6,-0.2,1.0665,0.0473,0.0372,0.0473,0.07,12.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0,0,1,0
AUT,2025-04-05,16:00:00,A. Klagenfurt,Altach,2.0,3.0,A,,,,3.06,3.18,2.39,3.21,3.38,2.6,,,1477.1,1419.1,58.1,2896.2,0.02,0,4,7,2,3,0.4444,0.4667,0.2222,0.2,2,4,1,1,0,7,8,-1,0,1,1,0,0,0,0,3,36,6,0,3,16,0.6,9,1.0,1.1,1.4,1.1,1.0,1.8,-0.1,1.0597,0.0879,0.049,0.0879,0.368,12.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0,0,1,0
AUT,2025-04-06,13:30:00,Salzburg,BW Linz,2.0,1.0,H,,,,1.58,4.14,5.51,1.64,4.4,6.0,,,1771.6,1511.2,260.4,3282.8,0.0793,1,7,13,6,9,0.7778,0.8667,0.6667,0.6,1,4,1,3,-2,7,7,0,0,1,1,0,0,0,0,3,36,2,2,1,5,0.6666666666666666,5,2.1,2.2,0.8,0.8,0.8,1.6,1.3,1.0559,0.0889,0.038,0.0889,0.2707,12.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,1,0,0,0
AUT,2025-04-06,16:00:00,Austria Vienna,Wolfsberger AC,0.0,0.0,D,,,,2.13,3.37,3.42,2.18,3.57,3.61,,,1680.5,1612.7,67.8,3293.1,0.0206,0,9,12,1,5,1.0,0.8,0.1111,0.3333,8,7,6,-3,9,7,7,0,0,1,1,0,0,0,0,3,36,5,4,1,-3,0.3333333333333333,10,2.4,1.8,0.9,1.9,2.3,1.3,0.5,1.0586,0.0593,0.0235,0.0556,0.245,12.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0,1,0,1
AUT,2025-04-11,18:30:00,BW Linz,Wolfsberger AC,1.0,2.0,A,,,,3.23,3.03,2.38,3.4,3.1,2.47,,,1508.2,1615.8,-107.5,3124.0,0.0344,0,3,9,2,5,0.3333,0.6,0.2222,0.3333,1,4,-3,-1,-2,5,5,0,0,2,2,0,0,0,0,3,37,3,2,2,3,0.25,7,1.5,1.4,1.3,1.7,2.0,1.3,-0.2,1.0598,0.0526,0.0526,0.0378,0.1541,12.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0,0,1,0
AUT,2025-04-12,16:00:00,Grazer AK,Altach,1.0,0.0,H,,,,3.23,3.16,2.29,3.47,3.41,2.38,,,1432.2,1431.9,0.3,2864.1,0.0001,0,1,1,4,5,0.1111,0.0667,0.4444,0.3333,-3,-4,1,3,-2,7,7,0,0,2,1,0,0,0,0,3,37,1,0,1,1,0.0,2,0.7,0.9,1.5,1.3,1.2,1.9,-0.6,1.0627,0.0791,0.0743,0.0393,0.3084,12.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,1,0,0,1
AUT,2025-04-12,16:00:00,Hartberg,LASK,0.0,1.0,A,,,,3.21,3.53,2.14,3.59,3.78,2.2,,,1520.2,1630.5,-110.3,3150.6,0.035,0,3,6,6,12,0.3333,0.4,0.6667,0.8,-3,-6,0,0,0,7,7,0,0,2,1,0,0,0,0,3,37,3,3,4,5,0.0,10,1.2,1.3,1.8,1.7,1.4,1.2,-0.5,1.0621,0.1184,0.1184,0.028,0.149,12.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0,0,1,1
AUT,2025-04-12,16:00:00,Tirol,A. Klagenfurt,5.0,3.0,H,,,,2.38,3.28,2.96,2.48,3.37,3.31,,,1396.7,1464.3,-67.6,2860.9,0.0236,0,1,1,4,4,0.1111,0.0667,0.4444,0.2667,-3,-3,1,4,-3,7,7,0,0,2,2,0,0,0,0,3,37,2,6,2,-3,0.0,10,0.6,0.6,1.6,0.6,0.9,2.7,0.0,1.0629,0.1182,0.042,0.1182,0.1082,12.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,1,0,0,0
AUT,2025-04-13,16:00:00,SK Rapid,Austria Vienna,2.0,0.0,H,,,,2.26,3.19,3.31,2.35,3.4,3.59,,,1619.5,1677.4,-57.8,3296.9,0.0175,0,3,6,7,13,0.3333,0.4,0.7778,0.8667,-4,-7,0,1,-1,9,7,2,0,2,2,0,0,0,0,3,37,2,5,3,-3,0.4,10,1.9,1.9,1.1,2.0,1.5,0.9,-0.1,1.0581,0.0846,0.0398,0.0846,0.0993,12.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,1,0,0,1
AUT,2025-04-13,13:30:00,Salzburg,Sturm Graz,1.0,2.0,A,,,,1.9,3.59,3.93,1.95,3.71,4.18,,,1774.6,1789.3,-14.7,3563.8,0.0041,0,9,13,7,10,1.0,0.8667,0.7778,0.6667,2,3,5,4,1,7,9,-2,-1,2,2,0,0,0,0,3,37,4,2,4,-4,0.4,10,2.1,1.9,0.8,1.6,1.5,1.4,0.5,1.0593,0.0636,0.0263,0.0636,0.0821,12.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0,0,1,0
AUT,2025-04-18,18:30:00,LASK,Tirol,2.0,0.0,H,,,,1.63,3.86,5.21,1.69,4.13,5.72,,,1638.6,1411.8,226.7,3050.4,0.0743,1,9,12,4,4,1.0,0.8,0.4444,0.2667,5,8,6,4,2,6,6,0,0,2,2,0,0,0,0,3,38,6,3,1,3,0.75,10,1.6,1.5,1.3,0.8,1.0,1.4,0.8,1.0645,0.0979,0.0368,0.0979,0.2703,12.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,1,0,0,1
AUT,2025-04-19,16:00:00,Altach,Hartberg,1.0,1.0,D,,,,2.18,3.24,3.4,2.23,3.35,3.63,,,1423.1,1512.1,-89.0,2935.2,0.0303,0,3,5,3,6,0.3333,0.3333,0.3333,0.4,0,-1,1,0,1,7,7,0,0,2,2,0,0,0,0,3,38,1,4,5,-4,0.2,10,0.5,0.7,1.3,0.9,0.9,1.5,-0.4,1.0615,0.0676,0.0229,0.0676,0.0406,12.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0,1,0,1
AUT,2025-04-19,16:00:00,A. Klagenfurt,Grazer AK,0.0,0.0,D,,,,2.64,3.21,2.7,2.82,3.41,2.85,,,1449.1,1440.9,8.2,2890.0,0.0028,0,3,4,4,4,0.3333,0.2667,0.4444,0.2667,-1,0,2,4,-2,7,7,0,0,2,2,0,0,0,0,3,38,2,0,0,3,1.0,2,0.9,1.2,1.6,0.8,1.1,2.1,0.1,1.0607,0.0682,0.0682,0.0556,0.2535,12.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0,1,0,1
AUT,2025-04-20,13:30:00,Wolfsberger AC,SK Rapid,5.0,1.0,H,,,,2.64,3.42,2.55,2.76,3.64,2.69,,,1623.9,1634.3,-10.3,3258.2,0.0032,0,5,5,3,6,0.5556,0.3333,0.3333,0.4,2,-1,5,0,5,9,7,2,0,2,1,0,0,0,0,3,38,4,4,2,1,0.2,10,1.2,1.2,1.1,1.0,1.0,1.2,0.2,1.0633,0.0643,0.0455,0.0549,0.2288,12.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,1,0,0,0
AUT,2025-04-20,13:30:00,Sturm Graz,BW Linz,2.0,0.0,H,,,,1.53,4.14,5.97,1.61,4.3,6.46,,,1800.1,1500.1,300.0,3300.2,0.0909,1,7,13,0,6,0.7778,0.8667,0.0,0.4,7,7,1,-6,7,7,9,-2,-1,1,2,0,0,0,0,3,38,3,0,2,5,1.0,5,2.3,3.0,1.1,0.8,0.9,1.6,1.5,1.0626,0.0821,0.0523,0.0821,0.2787,12.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,1,0,0,1
AUT,2025-04-20,16:00:00,Austria Vienna,Salzburg,1.0,3.0,A,,,,3.09,3.26,2.31,3.44,3.5,2.4,,,1662.6,1763.7,-101.1,3426.4,0.0295,0,4,10,6,10,0.4444,0.6667,0.6667,0.6667,-2,0,-2,2,-4,7,7,0,0,2,2,0,0,0,0,3,38,0,4,6,-7,0.0,10,2.2,1.6,0.8,1.3,1.1,1.3,0.9,1.0633,0.1133,0.1133,0.039,0.151,12.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0,0,1,0
AUT,2025-04-22,19:30:00,A. Klagenfurt,LASK,1.0,4.0,A,,,,4.11,3.63,1.84,4.35,3.77,1.9,,,1447.6,1643.5,-195.9,3091.1,0.0634,0,1,5,9,12,0.1111,0.3333,1.0,0.8,-8,-7,-3,6,-9,3,4,-1,0,2,2,1,0,0,0,3,38,0,6,4,-14,0.0,10,1.0,1.2,1.5,2.0,1.5,1.1,-1.0,1.0623,0.0584,0.0584,0.0326,0.0973,12.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0,0,1,0
AUT,2025-04-22,17:30:00,Grazer AK,Hartberg,0.0,3.0,A,,,,2.06,3.4,3.56,2.13,3.67,3.76,,,1442.4,1510.8,-68.4,2953.3,0.0232,0,4,5,4,4,0.4444,0.3333,0.4444,0.2667,0,1,3,4,-1,3,3,0,0,2,2,1,0,0,0,3,38,0,1,1,-3,0.0,2,0.9,0.9,1.4,1.0,0.9,1.4,-0.1,1.0605,0.0794,0.034,0.0562,0.0446,12.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0,0,1,0
AUT,2025-04-22,17:30:00,Tirol,Altach,1.0,0.0,H,,,,3.51,3.12,2.2,3.81,3.32,2.25,,,1406.9,1424.4,-17.5,2831.3,0.0062,0,3,4,4,5,0.3333,0.2667,0.4444,0.3333,-1,-1,2,3,-1,4,3,1,0,2,2,1,0,0,0,3,38,4,3,3,4,0.4,10,0.9,1.0,1.7,1.0,1.0,1.9,-0.1,1.06,0.0855,0.0855,0.0227,0.3062,12.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,1,0,0,1
AUT,2025-04-23,19:30:00,Austria Vienna,Sturm Graz,2.0,1.0,H,,,,2.71,3.18,2.63,2.81,3.33,2.75,,,1650.7,1803.5,-152.8,3454.2,0.0442,0,1,7,9,13,0.1111,0.4667,1.0,0.8667,-8,-6,-5,5,-10,3,3,0,0,2,2,1,0,0,0,3,38,1,7,2,-10,0.0,10,1.9,1.4,1.1,1.8,1.6,1.4,0.1,1.0637,0.0472,0.0369,0.0456,0.0362,12.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,1,0,0,0
AUT,2025-04-23,17:30:00,BW Linz,SK Rapid,2.0,1.0,H,,,,3.63,3.64,1.96,3.95,3.79,2.02,,,1496.7,1616.2,-119.5,3112.9,0.0384,0,0,3,3,6,0.0,0.2,0.3333,0.4,-3,-3,-3,0,-3,3,3,0,0,2,2,1,0,0,0,3,38,2,2,0,-2,0.5,4,1.2,1.4,1.5,0.7,0.9,1.7,0.5,1.0604,0.0882,0.0882,0.0306,0.1694,12.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,1,0,0,0
AUT,2025-04-23,17:30:00,Salzburg,Wolfsberger AC,1.0,1.0,D,,,,1.77,3.76,4.35,1.94,3.93,4.81,,,1775.6,1642.0,133.6,3417.6,0.0391,0,6,12,7,8,0.6667,0.8,0.7778,0.5333,-1,4,0,6,-6,3,3,0,0,2,2,1,0,0,0,3,38,9,0,1,15,1.0,10,1.8,1.8,0.9,1.7,2.1,1.4,0.1,1.0608,0.1057,0.096,0.1057,0.231,12.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0,1,0,1
AUT,2025-04-25,18:30:00,Hartberg,Grazer AK,1.0,1.0,D,,,,2.02,3.48,3.55,2.07,3.69,3.75,,,1526.9,1426.3,100.6,2953.3,0.0341,0,4,7,4,5,0.4444,0.4667,0.4444,0.3333,0,2,1,3,-2,3,3,0,0,3,3,0,0,0,0,3,39,2,0,1,6,0.0,3,0.9,1.1,1.9,0.9,0.9,1.7,0.0,1.0641,0.0603,0.0248,0.0563,0.2623,12.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0,1,0,1
AUT,2025-04-26,16:00:00,Altach,Tirol,3.0,0.0,H,,,,1.85,3.49,4.21,1.93,3.69,4.58,,,1415.1,1416.2,-1.0,2831.3,0.0004,0,1,4,6,7,0.1111,0.2667,0.6667,0.4667,-5,-3,-2,5,-7,4,4,0,0,3,3,0,0,0,0,3,39,3,5,2,-5,0.2,10,0.6,0.8,1.3,0.8,1.0,1.5,-0.2,1.0646,0.0879,0.0432,0.0879,0.0902,12.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,1,0,0,0
AUT,2025-04-26,16:00:00,LASK,A. Klagenfurt,6.0,0.0,H,,,,1.58,4.3,5.02,1.63,4.46,5.3,,,1653.7,1437.3,216.4,3091.1,0.07,1,9,15,1,4,1.0,1.0,0.1111,0.2667,8,11,3,-2,5,4,4,0,0,3,3,0,0,0,0,3,39,7,0,3,17,0.6,10,1.9,1.6,1.1,0.6,1.2,2.8,1.3,1.0647,0.0558,0.0316,0.0558,0.2442,12.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,1,0,0,0
AUT,2025-04-27,13:30:00,Wolfsberger AC,Salzburg,2.0,1.0,H,,,,3.87,3.69,1.87,4.22,3.8,1.96,,,1646.7,1770.9,-124.2,3417.6,0.0363,0,7,9,4,10,0.7778,0.6,0.4444,0.6667,3,-1,5,-2,7,4,4,0,0,2,3,0,0,0,0,3,39,0,8,2,-11,0.0,10,1.4,1.6,1.1,1.6,1.4,0.9,-0.2,1.0642,0.0904,0.0904,0.0481,0.1799,12.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,1,0,0,0
AUT,2025-04-27,16:00:00,Sturm Graz,Austria Vienna,0.0,1.0,A,,,,2.31,3.21,3.16,2.46,3.45,3.48,,,1790.5,1663.8,126.7,3454.2,0.0367,0,6,10,3,7,0.6667,0.6667,0.3333,0.4667,3,3,2,-1,3,4,4,0,0,3,3,0,0,0,0,3,39,6,2,2,8,0.6,10,2.6,3.2,0.8,1.9,1.4,1.0,0.7,1.0609,0.1013,0.0649,0.1013,0.3482,12.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0,0,1,1
AUT,2025-04-27,13:30:00,SK Rapid,BW Linz,0.0,0.0,D,,,,1.64,4.1,4.75,1.7,4.33,5.07,,,1604.1,1508.8,95.3,3112.9,0.0306,0,3,3,3,3,0.3333,0.2,0.3333,0.2,0,0,3,3,0,4,4,0,0,3,2,0,0,0,0,3,39,2,3,0,1,0.5,5,1.9,1.8,0.9,0.7,0.8,1.7,1.2,1.0642,0.0674,0.0366,0.0674,0.1484,12.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0,1,0,1
